LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TOTAL_BILL,TOTAL_PAYMENT,PAYMENT_BILL_RATIO,CREDIT_UTILIZATION,AVERAGE_PAYMENT,AVERAGE_BILL,MAX_PAYMENT_DELAY
350000,2,2,1,32,-2,-2,-1,0,0,0,19637,239770,8111,198877,191248,183157,242247,8111,198748,7000,6509,7022,840800,469637,0.5585597050428164,0.05610571428571429,78272.83333333333,140133.33333333334,0
160000,1,1,2,48,-1,2,2,-2,-2,-2,23037,22260,0,0,0,0,0,0,0,0,0,0,45297,0,0.0,0.14398125,0.0,7549.5,2
70000,1,3,1,45,2,0,0,0,0,0,67505,61595,46920,47184,48058,48888,2600,2056,1700,2000,2000,2000,320150,12356,0.03859440887084179,0.9643571428571428,2059.3333333333335,53358.333333333336,2
150000,1,1,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
160000,2,1,1,39,0,0,2,0,0,0,43583,50028,48928,49812,50855,52354,7500,0,2000,2000,2500,2100,295560,16100,0.0544728650696982,0.27239375,2683.3333333333335,49260.0,2
40000,1,2,2,27,0,0,2,0,0,0,26663,31589,31772,32146,33128,33923,5700,1000,1200,1500,1500,1900,189221,12800,0.06764576870431929,0.666575,2133.3333333333335,31536.833333333332,2
350000,2,2,2,30,0,0,0,2,0,0,245211,255975,269446,219615,217851,222158,15000,20000,0,10000,8352,9500,1430256,62852,0.04394458055061472,0.7006028571428572,10475.333333333334,238376.0,2
50000,1,3,2,27,0,0,0,0,0,0,50577,46529,46791,47922,49482,0,2138,1400,3000,5000,0,0,241301,11538,0.04781579852549306,1.01154,1923.0,40216.833333333336,0
220000,2,1,1,38,0,0,0,0,0,0,4438,7211,9948,10528,12412,13745,3000,3000,1000,2000,1500,0,58282,10500,0.180158539514773,0.020172727272727273,1750.0,9713.666666666666,0
200000,2,1,1,26,-1,-1,-1,-1,-1,0,6666,6666,6666,6666,11862,12501,6666,6666,6666,11862,7501,1000,51027,40361,0.7909734062359143,0.03333,6726.833333333333,8504.5,0
390000,1,1,1,41,-1,0,0,-1,-1,0,7445,14439,7391,948,4592,2777,10038,1036,952,4601,13,2229,37592,18869,0.5019419025324537,0.01908974358974359,3144.8333333333335,6265.333333333333,0
330000,1,1,2,32,-2,-2,-2,-1,-1,-1,28106,1323,-363,137,4094,607,2701,363,513,4107,607,0,33904,8291,0.2445434167059934,0.08516969696969696,1381.8333333333333,5650.666666666667,-1
100000,1,1,1,60,0,0,0,0,0,0,101761,101801,101863,101729,98103,99521,3856,3919,3986,3865,3760,3863,604778,23249,0.03844220523894718,1.01761,3874.8333333333335,100796.33333333333,0
70000,2,2,1,58,0,0,0,0,0,0,138681,70341,23755,23835,25221,25780,3500,1508,588,1500,700,470,307613,8266,0.026871426110079873,1.9811571428571428,1377.6666666666667,51268.833333333336,0
240000,2,1,1,41,0,0,0,0,0,0,126395,129371,132218,136003,139798,142574,5000,5000,6000,6000,5098,5281,806359,32379,0.040154571350973944,0.5266458333333334,5396.5,134393.16666666666,0
30000,1,2,2,23,0,0,0,0,0,0,27275,26948,28183,25484,27062,28703,2000,2000,1400,2000,2100,2500,163655,12000,0.0733249824325563,0.9091666666666667,2000.0,27275.833333333332,0
30000,2,2,1,43,2,2,2,2,2,2,15246,17838,17272,18131,17711,19007,3141,0,1434,0,1581,1705,105205,7861,0.0747207832327361,0.5082,1310.1666666666667,17534.166666666668,2
160000,1,2,2,29,0,0,0,0,0,0,163982,161499,154469,121367,119910,117993,6150,5540,4205,4300,4500,4300,839220,28995,0.034549939229284336,1.0248875,4832.5,139870.0,0
120000,2,2,1,40,0,0,0,0,0,0,22462,15692,19312,13262,16923,16903,5000,10000,5000,7000,5000,10000,104554,42000,0.4017062953115137,0.18718333333333334,7000.0,17425.666666666668,0
10000,2,2,1,55,3,2,2,2,2,2,5358,6339,6111,7031,6780,7676,1200,0,1000,0,1000,0,39295,3200,0.08143529711159181,0.5358,533.3333333333334,6549.166666666667,3
470000,1,1,2,33,0,0,0,0,0,0,72083,68136,69036,71466,67538,70400,5031,5500,5000,5000,4000,5000,418659,29531,0.0705371197084023,0.15336808510638297,4921.833333333333,69776.5,0
200000,2,2,2,26,-1,-1,2,-1,0,-1,3374,4053,2337,1904,548,1403,4053,0,1904,0,1403,0,13619,7360,0.5404214700051398,0.01687,1226.6666666666667,2269.8333333333335,2
50000,1,4,2,22,0,0,0,0,0,0,6514,7513,9981,10442,10496,10933,1500,3000,1000,600,1000,404,55879,7504,0.13429016267291827,0.13028,1250.6666666666667,9313.166666666666,0
90000,2,1,2,29,1,-1,-1,-2,-2,-2,0,194,0,0,0,0,194,0,0,0,0,217,194,411,2.118556701030928,0.0,68.5,32.333333333333336,1
220000,2,1,1,35,-1,-1,-1,-1,-1,-1,288,392,-4,392,396,396,500,0,792,400,396,792,1860,2880,1.5483870967741935,0.001309090909090909,480.0,310.0,-1
40000,2,2,2,23,-1,2,-1,-1,0,0,652,326,326,26370,24572,24918,0,326,26370,886,1075,830,77164,29487,0.3821341558239594,0.0163,4914.5,12860.666666666666,2
200000,1,3,1,50,1,2,2,2,2,2,177088,172365,175766,171377,163943,162195,0,6998,4558,5921,4526,5014,1022734,27017,0.026416448460694568,0.88544,4502.833333333333,170455.66666666666,2
120000,1,2,1,43,0,0,0,0,0,0,33131,33121,32222,32877,30587,25938,2000,1500,1000,1000,2000,1000,187876,8500,0.04524260682577871,0.2760916666666667,1416.6666666666667,31312.666666666668,0
210000,1,1,1,43,-1,-1,-1,-1,-2,-1,880,724,844,-36,-916,1030,724,1000,0,0,3000,670,2526,5394,2.1353919239904986,0.004190476190476191,899.0,421.0,-1
30000,2,2,2,22,-1,3,2,0,0,2,31176,30408,29205,29090,30121,28013,0,0,1013,2400,0,1200,178013,4613,0.025913837753422504,1.0392,768.8333333333334,29668.833333333332,3
110000,1,2,1,54,2,2,2,2,2,2,56839,58039,58792,59620,60819,62069,2700,2300,2400,2300,2400,0,356178,12100,0.03397177815586589,0.5167181818181819,2016.6666666666667,59363.0,2
280000,1,2,1,35,0,0,0,0,0,0,278948,278433,277620,275495,270350,260554,10609,10470,10002,9948,9475,9239,1641400,59743,0.03639758742536859,0.9962428571428571,9957.166666666666,273566.6666666667,0
150000,2,1,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
20000,1,3,2,49,0,0,0,0,0,0,15237,16030,17948,18647,19193,19721,1600,2500,1000,846,1000,593,106776,7539,0.0706057541020454,0.76185,1256.5,17796.0,0
80000,1,2,2,25,0,0,0,0,0,0,29820,24513,19664,19258,20842,16386,2306,2000,1000,2000,1500,29651,130483,38457,0.2947280488646031,0.37275,6409.5,21747.166666666668,0
50000,1,2,1,43,2,0,0,0,0,0,30106,30566,30699,30038,29224,29346,1878,1641,1000,934,1109,960,179979,7522,0.041793764828118835,0.60212,1253.6666666666667,29996.5,2
170000,1,1,2,36,0,0,0,0,0,0,92480,94089,97286,97196,97227,101272,4000,5000,3000,4000,8000,4000,579550,28000,0.04831334656198775,0.544,4666.666666666667,96591.66666666667,0
200000,1,1,1,45,1,-1,-1,-2,-2,-2,0,479,0,0,0,0,479,0,0,0,0,0,479,479,1.0,0.0,79.83333333333333,79.83333333333333,1
300000,1,1,2,38,-1,-1,-1,-1,-1,-1,390,390,390,374,284,1064,390,390,374,300,1170,1170,2892,3794,1.3118948824343015,0.0013,632.3333333333334,482.0,-1
100000,1,2,1,46,2,2,2,0,0,0,17497,18219,17629,18036,18446,18840,1300,0,700,700,700,800,108667,4200,0.038650188189606784,0.17497,700.0,18111.166666666668,2
80000,1,1,2,28,1,2,-1,0,-1,-1,5431,1961,1646,3266,380,1951,0,1700,2000,380,1951,1900,14635,7931,0.5419200546634779,0.0678875,1321.8333333333333,2439.1666666666665,2
30000,1,1,1,32,0,0,2,0,0,0,28401,31065,30031,29838,29651,1567,3434,0,597,593,31,0,150553,4655,0.03091934401838555,0.9467,775.8333333333334,25092.166666666668,2
80000,2,1,1,35,0,0,0,0,0,0,27560,22441,19960,6199,5623,6880,1701,2000,2000,1000,2000,3000,88663,11701,0.13197162288666073,0.3445,1950.1666666666667,14777.166666666666,0
60000,1,1,2,30,-1,-1,-1,-1,-1,-1,264,264,264,264,264,264,264,264,264,264,264,0,1584,1320,0.8333333333333334,0.0044,220.0,264.0,-1
110000,2,2,2,24,0,0,0,0,0,0,94597,96263,61195,28154,24773,21620,4260,2310,1010,980,900,750,326602,10210,0.03126129050036436,0.8599727272727272,1701.6666666666667,54433.666666666664,0
10000,2,2,1,46,1,2,-1,-1,-1,-1,9841,9628,4060,4530,2140,1875,121,4060,4530,2140,1875,0,32074,12726,0.3967699694456569,0.9841,2121.0,5345.666666666667,2
290000,2,3,2,32,0,0,0,0,0,0,21981,24610,27009,26671,24826,22287,3000,3000,3000,3000,3000,3000,147384,18000,0.12212994626282364,0.07579655172413793,3000.0,24564.0,0
30000,1,1,2,26,0,0,-1,-1,-1,-1,27172,27000,780,0,30525,0,1000,780,0,30525,0,0,85477,32305,0.37793792482188193,0.9057333333333333,5384.166666666667,14246.166666666666,0
60000,1,2,2,45,0,0,0,0,0,0,59475,60423,59674,29411,27730,26638,2500,1509,1000,1000,2000,1500,263351,9509,0.03610770416668249,0.99125,1584.8333333333333,43891.833333333336,0
150000,1,3,1,49,0,-1,-1,-1,-1,-1,4029,4048,2842,3910,4697,1719,4054,2866,4082,4697,1735,0,21245,17434,0.8206166156742764,0.02686,2905.6666666666665,3540.8333333333335,0
750000,2,3,1,40,-2,-2,-1,-1,-1,-1,16372,15344,3329,38488,9777,66692,15420,3691,38679,9825,67024,76641,150002,211280,1.4085145531392915,0.021829333333333333,35213.333333333336,25000.333333333332,-1
30000,1,2,1,29,0,0,0,0,0,0,10721,25066,13817,14983,15525,0,2000,1500,1400,1000,0,0,80112,5900,0.07364689434791293,0.35736666666666667,983.3333333333334,13352.0,0
160000,2,2,2,51,-1,-1,-1,-1,-1,-1,6136,5932,4353,3746,5487,2702,5932,4353,3835,6934,3370,2276,28356,26700,0.9415996614473128,0.03835,4450.0,4726.0,-1
50000,2,2,1,31,0,0,0,0,0,-1,50628,48748,46368,2443,6251,357,2350,3000,1000,6000,400,9844,154795,22594,0.14596078684712038,1.01256,3765.6666666666665,25799.166666666668,0
50000,2,1,2,42,-1,-1,-1,-1,-1,2,1310,37073,7700,42038,42610,42096,37073,7700,42038,42096,587,9162,172827,138656,0.8022820508369641,0.0262,23109.333333333332,28804.5,2
160000,1,2,2,30,2,2,2,2,2,2,75406,76907,78047,79362,81089,82796,3300,3000,3200,3152,3200,3100,473607,18952,0.040016300434748645,0.4712875,3158.6666666666665,78934.5,2
150000,2,1,2,23,0,0,0,0,0,0,151669,152794,147323,112904,77642,78542,5900,5598,4440,2800,3000,3000,720874,24738,0.03431667670078266,1.0111266666666667,4123.0,120145.66666666667,0
30000,2,2,1,42,0,0,0,0,0,2,27276,30470,27699,28257,30695,30059,3671,1500,1018,2900,0,869,174456,9958,0.05708029531801715,0.9092,1659.6666666666667,29076.0,2
350000,1,1,1,35,0,0,2,-1,2,2,19734,5338,3042,2418,2233,7176,3000,0,2500,0,5000,0,39941,10500,0.26288775944518167,0.056382857142857144,1750.0,6656.833333333333,2
20000,2,1,2,24,0,0,0,0,0,0,18821,18714,18942,20179,20204,20239,2000,1300,1500,2500,1000,1000,117099,9300,0.07941997796736094,0.94105,1550.0,19516.5,0
50000,1,2,2,39,0,0,0,0,0,0,47206,8464,9799,10054,9736,9955,1500,1500,400,344,371,314,95214,4429,0.04651626861595984,0.94412,738.1666666666666,15869.0,0
180000,1,3,1,27,0,0,0,0,0,0,12303,11757,11695,5891,753,21753,2000,1700,300,0,21000,1000,64152,26000,0.4052874423244794,0.06835,4333.333333333333,10692.0,0
30000,1,3,2,23,2,0,0,0,0,0,29144,30419,30097,25887,25707,0,2033,1420,0,92,0,0,141254,3545,0.025096634431591318,0.9714666666666667,590.8333333333334,23542.333333333332,2
100000,1,2,1,52,0,0,0,0,0,0,55120,56636,58215,16809,24482,21849,2403,2875,1010,10844,1074,580,233111,18786,0.08058821763022767,0.5512,3131.0,38851.833333333336,0
20000,1,2,2,24,1,2,2,2,2,2,11893,12906,12902,12398,13297,12934,1500,500,0,1100,0,1500,76330,4600,0.06026464037730905,0.59465,766.6666666666666,12721.666666666666,2
80000,1,1,2,29,0,0,0,0,0,0,73722,75323,64277,45455,42231,42804,3300,2500,1556,1600,1600,1600,343812,12156,0.035356532058217864,0.921525,2026.0,57302.0,0
150000,1,2,1,43,0,0,0,0,0,0,89488,89951,86961,79284,74531,78359,5016,5050,3026,5000,5012,4057,498574,27161,0.05447736945769334,0.5965866666666667,4526.833333333333,83095.66666666667,0
230000,2,1,2,30,-1,-1,-1,-1,-1,-1,754,-441,4410,0,711,5650,0,4851,0,711,5650,0,11084,11212,1.0115481775532298,0.0032782608695652174,1868.6666666666667,1847.3333333333333,-1
50000,1,1,1,25,0,0,2,0,0,0,5472,5891,6595,8400,4041,4815,1500,1000,2000,1000,1000,2000,35214,8500,0.24138126881354008,0.10944,1416.6666666666667,5869.0,2
210000,2,1,2,39,-1,-1,-1,0,-1,-1,3962,1772,3608,1918,1429,2381,1777,3613,5,1433,2387,2857,15070,12072,0.8010617120106172,0.018866666666666667,2012.0,2511.6666666666665,0
50000,1,2,3,41,0,0,0,0,0,0,52260,40893,81308,41463,40045,40845,1679,1640,1449,1454,1466,1526,296814,9214,0.031043010100601724,1.0452,1535.6666666666667,49469.0,0
240000,2,2,1,37,0,-1,-1,0,-1,-1,1854,1346,3195,1932,7363,1546,1346,3195,0,7383,1546,4390,17236,17860,1.0362032954281737,0.007725,2976.6666666666665,2872.6666666666665,0
500000,2,3,2,40,0,0,0,0,0,0,264961,237006,139311,128095,181304,219929,20078,30141,30000,60000,50000,30000,1170606,220219,0.1881239289735402,0.529922,36703.166666666664,195101.0,0
210000,1,2,2,28,0,0,0,-2,-2,-2,5373,6200,0,0,0,0,1000,0,0,0,0,0,11573,1000,0.08640801866413203,0.025585714285714285,166.66666666666666,1928.8333333333333,0
160000,2,2,1,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,200,0,200,0.0,0.0,33.333333333333336,0.0,-2
250000,2,1,2,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
500000,2,1,2,46,0,0,0,0,-1,-1,20614,18050,15341,15985,1147,5492,5001,3007,8000,1147,5492,3000,76629,25647,0.33469052186509024,0.041228,4274.5,12771.5,0
100000,1,2,1,35,1,2,2,2,2,2,59121,57604,62635,64994,63827,67839,0,6000,4000,0,5100,2200,376020,17300,0.04600819105366736,0.59121,2883.3333333333335,62670.0,2
20000,2,2,2,26,0,0,0,0,0,0,16385,17518,19302,18818,19052,9097,1700,2484,1000,475,363,4000,100172,10022,0.10004791758175938,0.81925,1670.3333333333333,16695.333333333332,0
30000,2,2,1,30,0,0,0,-2,-2,-2,14451,15525,0,0,0,0,1525,0,0,0,0,0,29976,1525,0.05087403255938084,0.4817,254.16666666666666,4996.0,0
50000,2,1,2,27,0,-1,-1,-1,-1,-1,13301,1400,780,390,42958,44849,1400,780,390,42958,3500,0,103678,49028,0.47288720847238563,0.26602,8171.333333333333,17279.666666666668,0
160000,1,2,2,27,0,0,2,2,0,0,109405,118110,119697,116284,119248,122228,12000,5000,0,5000,4958,36000,704972,62958,0.0893056745516134,0.68378125,10493.0,117495.33333333333,2
50000,1,3,2,28,1,-1,-1,0,-1,-1,-9802,99,103,249,386,11504,10000,103,245,386,11504,2000,2539,24238,9.546278062229224,-0.19604,4039.6666666666665,423.1666666666667,1
90000,2,3,1,25,-1,-1,-1,-1,0,-1,3363,174,1473,390,390,780,174,1473,780,0,780,0,6570,3207,0.48812785388127855,0.037366666666666666,534.5,1095.0,0
20000,1,2,2,28,0,0,0,0,0,0,11449,12811,11779,12379,12879,14879,1582,1400,1000,500,2000,500,76176,6982,0.09165616467128754,0.57245,1163.6666666666667,12696.0,0
50000,1,1,1,44,0,0,0,0,-2,-2,35145,36275,37150,0,0,0,2000,1871,0,0,0,0,108570,3871,0.03565441650548033,0.7029,645.1666666666666,18095.0,0
230000,2,3,2,39,1,2,0,0,0,-2,11391,10923,13554,12134,0,0,0,3200,0,0,0,0,48002,3200,0.0666638890046248,0.04952608695652174,533.3333333333334,8000.333333333333,2
150000,1,2,2,31,3,2,2,0,0,2,76113,77728,75888,77017,77706,79274,3400,0,2960,3100,3000,2711,463726,15171,0.032715439720869655,0.50742,2528.5,77287.66666666667,3
50000,1,1,2,45,0,0,0,0,0,0,48719,49966,32538,20270,19992,20054,2212,2503,693,1000,1000,1000,191539,8408,0.04389706534961548,0.97438,1401.3333333333333,31923.166666666668,0
280000,2,1,2,36,-1,-1,-1,-1,-2,-2,27290,0,720,0,0,0,0,720,0,0,0,0,28010,720,0.02570510531952874,0.09746428571428571,120.0,4668.333333333333,-1
500000,2,1,1,37,0,0,0,0,0,0,315816,267100,277636,287998,298343,308378,10000,15000,15000,15000,15000,15200,1755271,85200,0.048539513271739804,0.631632,14200.0,292545.1666666667,0
90000,2,2,1,47,-1,-1,-1,-1,-1,-1,1887,43542,12148,880,10880,880,43542,12148,880,10880,880,1080,70217,69410,0.988507056695672,0.020966666666666668,11568.333333333334,11702.833333333334,-1
360000,1,1,2,29,-1,0,0,0,-1,-1,64606,44466,40165,20733,12525,7482,5135,20856,103,12587,7518,6412,189977,52611,0.27693352353179596,0.1794611111111111,8768.5,31662.833333333332,0
140000,1,2,2,50,0,0,0,0,0,-2,98668,88727,27203,27209,-20006,-30177,4410,1804,14000,10968,0,82000,191624,113182,0.5906462656034734,0.7047714285714286,18863.666666666668,31937.333333333332,0
140000,1,1,2,44,-1,-1,-1,-1,-1,-1,5287,5717,7146,5930,5280,5930,5717,7146,5930,5280,5930,0,35290,30003,0.8501841881552847,0.037764285714285716,5000.5,5881.666666666667,-1
230000,2,1,2,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
50000,2,2,2,25,0,0,2,0,0,0,39033,37002,21933,16137,16030,15373,6455,0,1500,3000,5000,5000,145508,20955,0.14401270033262775,0.78066,3492.5,24251.333333333332,2
130000,2,2,1,50,-1,-1,-1,-1,-1,-1,1504,1027,2172,836,836,0,1027,2172,836,836,0,2508,6375,7379,1.1574901960784314,0.01156923076923077,1229.8333333333333,1062.5,-1
330000,2,1,2,44,0,0,2,0,0,0,243621,259517,253863,257535,262753,268145,21400,0,9400,9542,9766,9786,1545434,59894,0.03875545639606738,0.7382454545454545,9982.333333333334,257572.33333333334,2
210000,1,1,2,30,-1,-1,-1,-1,0,0,4830,0,1000,15385,20302,25112,0,1000,15385,5302,5112,4213,66629,31012,0.4654429752810338,0.023,5168.666666666667,11104.833333333334,0
10000,2,1,1,27,2,0,0,0,0,2,4920,5937,6945,7088,8108,8264,1256,1264,407,1291,435,0,41262,4653,0.11276719499781881,0.492,775.5,6877.0,2
50000,2,2,1,54,0,0,0,0,0,0,49320,49724,50218,18983,17435,17057,1925,2152,800,610,620,900,202737,7007,0.03456201877309026,0.9864,1167.8333333333333,33789.5,0
100000,2,1,1,46,0,0,0,2,0,0,39245,41602,47885,46817,48400,51588,3000,7000,0,2500,4000,0,275537,16500,0.05988306470637337,0.39245,2750.0,45922.833333333336,2
70000,2,3,1,26,0,0,0,0,0,0,65763,38209,27874,28439,26590,29043,3000,2000,955,3000,3000,790,215918,12745,0.05902703804221973,0.9394714285714286,2124.1666666666665,35986.333333333336,0
50000,2,2,1,45,0,0,0,0,0,0,40650,42718,45047,45632,46535,47351,2850,3160,1740,1748,1650,3530,267933,14678,0.054782352304494034,0.813,2446.3333333333335,44655.5,0
170000,2,1,1,28,0,0,0,0,-1,-1,20302,14653,7234,9908,3205,60,3000,1000,5000,3205,60,0,55362,12265,0.22154185181171202,0.1194235294117647,2044.1666666666667,9227.0,0
100000,2,2,1,50,2,2,2,2,2,2,44078,45077,47837,48678,48420,48888,2000,3841,1900,1900,1800,2000,282978,13441,0.04749839210115274,0.44078,2240.1666666666665,47163.0,2
80000,1,1,1,36,0,0,0,0,0,-2,60110,51784,50071,47099,41063,6408,2186,1491,1099,1243,6408,6825,256535,19252,0.07504628997992477,0.751375,3208.6666666666665,42755.833333333336,0
150000,1,3,2,27,0,0,0,0,0,0,77298,69832,66692,67518,64210,60747,3029,4000,2258,2500,2500,1624,406297,15911,0.03916100783417057,0.51532,2651.8333333333335,67716.16666666667,0
50000,2,3,2,23,0,0,0,0,0,0,26956,27596,28192,28356,28554,28718,1462,1448,1002,1032,1024,1028,168372,6996,0.04155085168555342,0.53912,1166.0,28062.0,0
80000,1,2,1,34,1,-2,-1,-1,-1,-2,0,0,862,41300,0,0,0,862,41300,0,0,10000,42162,52162,1.2371803994117927,0.0,8693.666666666666,7027.0,1
120000,2,1,2,24,0,0,0,0,0,0,78304,79348,81881,82628,84404,86096,2900,3850,3000,3100,3088,3151,492661,19089,0.0387467244210522,0.6525333333333333,3181.5,82110.16666666667,0
470000,1,3,1,47,0,0,0,0,0,0,163529,129341,106390,82181,79402,72121,4700,30002,20000,40000,35000,40000,632964,169702,0.2681068749565536,0.3479340425531915,28283.666666666668,105494.0,0
80000,2,3,1,52,0,0,0,0,0,0,18100,6826,7582,8082,8082,8082,1244,1000,500,0,0,0,56754,2744,0.04834901504739754,0.22625,457.3333333333333,9459.0,0
60000,1,1,2,30,0,0,2,0,0,0,46307,51232,50109,50979,52998,54264,6000,0,2000,3000,2300,2000,305889,15300,0.050018143836489705,0.7717833333333334,2550.0,50981.5,2
80000,1,2,2,42,0,0,0,0,0,0,75264,75919,78078,28868,29174,29444,3200,4613,1100,1500,1500,966,316747,12879,0.040660211462144866,0.9408,2146.5,52791.166666666664,0
50000,1,2,1,57,0,0,2,0,0,0,25551,22957,18027,13836,14966,13220,2733,759,500,6326,3259,2281,108557,15858,0.14607993957091667,0.51102,2643.0,18092.833333333332,2
500000,1,1,1,43,0,0,0,0,0,0,403800,404640,412082,417759,428608,421871,17000,16500,15000,19000,18032,5000,2488760,90532,0.036376348060881726,0.8076,15088.666666666666,414793.3333333333,0
110000,1,2,2,26,0,0,0,0,0,0,49732,46766,41796,44251,42921,37748,2300,2000,3000,3000,2000,10000,263214,22300,0.08472193728297127,0.4521090909090909,3716.6666666666665,43869.0,0
80000,2,2,1,44,0,0,0,-2,-2,-2,40769,41150,0,0,0,0,2150,0,0,0,0,0,81919,2150,0.026245437566376543,0.5096125,358.3333333333333,13653.166666666666,0
50000,1,2,2,27,2,2,2,2,2,2,48655,45570,44015,36724,45751,46497,460,5021,0,10000,2005,37,267212,17523,0.06557714473900873,0.9731,2920.5,44535.333333333336,2
400000,2,1,1,44,4,3,2,0,0,-1,278863,275153,269528,269278,269278,1976,0,0,150,0,3355,5688,1364076,9193,0.006739360563487665,0.6971575,1532.1666666666667,227346.0,4
90000,2,1,2,29,0,0,0,0,0,0,90749,90595,89059,88822,90978,89363,3481,5167,3300,3615,3217,3500,539566,22280,0.04129244615116594,1.0083222222222221,3713.3333333333335,89927.66666666667,0
150000,2,5,1,53,0,0,0,0,0,0,135903,137719,144913,135063,134417,134490,7474,14004,4876,4750,5090,4594,822505,40788,0.04958997209743406,0.90602,6798.0,137084.16666666666,0
360000,2,1,1,35,-1,-1,-2,-2,-2,-2,10621,0,0,0,150,137,0,0,0,150,137,0,10908,287,0.02631096442977631,0.029502777777777777,47.833333333333336,1818.0,-1
170000,1,3,1,29,0,0,0,0,0,0,165027,168990,172307,35234,32869,33862,7200,7500,1200,1200,1500,1300,608289,19900,0.03271471290784479,0.9707470588235294,3316.6666666666665,101381.5,0
110000,1,3,2,37,2,0,0,0,2,0,103356,85352,55489,49958,50524,50361,2700,1827,5400,1473,2100,1848,395040,15348,0.03885176184690158,0.9396,2558.0,65840.0,2
220000,2,1,2,29,0,0,0,0,0,0,224852,224416,173565,176156,175745,160362,10235,8000,7000,7000,7000,7000,1135096,46235,0.04073223762571624,1.0220545454545455,7705.833333333333,189182.66666666666,0
200000,2,2,1,36,0,0,0,0,0,0,198807,200616,202228,198794,203070,161002,10700,8000,7500,8200,10000,29000,1164517,73400,0.06303042377225923,0.994035,12233.333333333334,194086.16666666666,0
500000,2,1,2,47,-2,-2,-2,-2,-2,-2,0,3270,30760,143791,-200,-200,3270,30760,143791,0,0,0,177421,177821,1.0022545245489543,0.0,29636.833333333332,29570.166666666668,-2
340000,1,1,1,48,0,0,0,0,0,0,321046,329563,335012,197797,201935,140812,13690,12693,6100,6300,5100,5400,1526165,49283,0.03229205230102905,0.9442529411764706,8213.833333333334,254360.83333333334,0
180000,2,2,2,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
490000,1,1,2,44,-1,-1,-1,-1,-1,-1,2920,4040,3649,8343,6641,5779,4060,3659,8357,6660,5796,4736,31372,33268,1.0604360576310086,0.005959183673469388,5544.666666666667,5228.666666666667,-1
60000,2,2,2,26,0,0,0,0,0,0,56146,56929,55009,30181,41528,21069,2314,1459,914,1900,800,932,260862,8319,0.031890424822319845,0.9357666666666666,1386.5,43477.0,0
250000,1,1,2,30,-2,-2,-2,-2,-2,-2,2729,2538,6244,1297,1763,1907,2543,6247,1300,1766,1912,1000,16478,14768,0.8962252700570458,0.010916,2461.3333333333335,2746.3333333333335,-2
20000,2,2,2,30,2,0,0,0,0,0,15997,17336,18345,18643,19094,19224,1600,1602,900,900,636,744,108639,6382,0.05874501790333122,0.79985,1063.6666666666667,18106.5,2
170000,1,3,1,39,1,2,2,2,0,0,171062,166870,165156,161137,164501,166064,0,13000,0,6000,12400,5700,994790,37100,0.037294303320298754,1.0062470588235295,6183.333333333333,165798.33333333334,2
160000,2,3,2,37,2,2,0,0,0,2,16626,16075,17490,20724,23952,23859,0,2000,3539,3566,446,3000,118726,12551,0.1057139969341172,0.1039125,2091.8333333333335,19787.666666666668,2
80000,2,1,2,25,-1,-1,-2,-2,-2,-2,1672,0,0,0,0,0,0,0,0,0,0,0,1672,0,0.0,0.0209,0.0,278.6666666666667,-1
380000,2,1,1,36,-1,-1,-1,-1,-1,-2,8183,10554,5453,739,-8632,-11922,10617,5478,784,14,380,253,4375,17526,4.005942857142857,0.02153421052631579,2921.0,729.1666666666666,-1
70000,2,3,1,33,0,0,0,0,0,0,71230,65305,50178,29969,30081,29380,2500,3108,2000,1048,1095,940,276143,10691,0.03871544815548466,1.0175714285714286,1781.8333333333333,46023.833333333336,0
80000,1,1,2,29,0,0,0,0,0,0,78038,79183,81356,63039,64371,65650,3000,3500,3500,2500,2351,2441,431637,17292,0.04006144051598913,0.975475,2882.0,71939.5,0
380000,1,2,1,58,0,0,0,0,0,0,369699,331755,303016,290019,294689,301491,12172,11095,11007,11000,12006,11000,1890669,68280,0.03611420084636708,0.972892105263158,11380.0,315111.5,0
230000,2,1,2,24,0,-1,-1,-1,-1,0,14979,2480,1434,1420,9225,19013,2480,1434,1420,9225,10000,15000,48551,39559,0.8147926922205516,0.06512608695652174,6593.166666666667,8091.833333333333,0
