Actual_Digit,Predicted_Digit,Confidence
2,2,0.846096
1,1,0.953497
0,0,0.9998245
5,5,0.9991601
5,5,0.99850833
2,2,0.99999994
0,0,0.9999636
2,2,0.9999477
2,2,0.9998567
0,0,0.9933742
2,2,0.99964356
4,4,0.9998367
9,9,0.4517706
8,8,0.99803704
0,0,0.99999636
9,9,0.9997448
9,9,0.99998254
4,4,0.9999855
6,6,0.99999756
5,5,0.9999942
4,4,0.99999875
9,9,0.99903816
1,1,0.9994939
8,8,0.90231365
3,3,0.9999971
4,4,0.99988824
9,9,0.99982834
9,9,0.9824863
1,1,0.99975467
2,2,0.99999434
2,2,0.99996287
8,8,0.998436
1,1,0.99984956
9,9,0.9991245
6,6,0.99026316
4,4,0.9992591
0,0,0.993973
9,9,0.9794934
4,4,0.98599166
8,8,0.9987936
3,3,0.9999941
8,8,0.9999996
6,6,0.99805146
0,0,0.99999744
2,2,0.9999657
5,5,0.9653491
1,1,0.99960107
9,9,0.99998564
6,6,0.9999986
2,2,0.999981
9,9,0.9999568
4,4,0.9929432
0,0,0.999952
9,9,0.98710567
6,6,0.99998933
0,0,0.9999998
6,6,0.99992555
2,2,0.965573
5,5,0.9999966
4,4,0.99999887
2,2,0.9981969
3,3,0.9999916
8,8,0.99896574
4,4,0.9981457
5,5,0.97827196
5,5,0.99994034
0,0,0.9999414
3,3,0.99719757
8,8,0.99995035
5,5,0.99999887
3,3,0.99967456
5,5,0.99979615
8,8,0.999953
6,6,0.9993513
5,5,0.9998243
7,7,0.9998357
6,6,0.9997721
3,3,0.99999994
3,3,0.9999973
9,9,0.9997871
6,6,0.9998362
1,1,0.99906343
1,1,0.99965394
2,2,0.9999996
9,9,0.99997133
0,0,0.99999136
4,4,0.9999655
3,3,0.9999948
3,3,0.99941456
6,6,0.99999994
9,9,0.98801005
5,5,0.9999812
7,7,0.9978496
3,3,0.98983353
7,7,0.97801375
7,7,0.9999979
7,7,0.99999815
8,8,0.999996
7,7,0.9192444
9,9,0.9999843
8,8,0.9920819
3,3,0.9998924
0,0,0.9999959
7,7,0.99840826
2,2,0.99999946
7,7,0.9990464
9,9,0.98764724
4,4,0.97988963
5,5,0.9999613
4,4,0.9996804
9,9,0.99997765
3,3,0.9999564
2,2,0.99705935
1,1,0.99926376
4,4,0.9987017
0,0,0.9999992
2,2,0.99995905
3,3,0.999999
7,7,0.99997014
5,5,0.9999997
7,7,0.79487914
8,8,0.995335
8,8,0.99998003
5,5,0.99994224
0,0,0.9998169
1,1,0.7046354
1,1,0.9997821
4,4,0.99999994
8,7,0.75046074
3,3,0.9973336
9,9,0.998155
0,0,0.99823487
0,0,0.9999015
0,0,0.99998707
6,6,0.9999885
6,6,0.99999803
2,2,0.99996537
3,3,0.9999983
7,7,0.99998504
8,8,0.9999972
4,4,0.9999996
7,7,0.9983586
7,7,0.99999994
9,9,0.99997
2,2,0.9999886
4,4,0.9996649
1,1,0.99700314
4,4,0.7272824
5,5,0.9994534
2,2,0.993403
4,4,0.99989873
9,9,0.8552649
9,9,0.90938085
1,1,0.99977994
8,8,0.99999934
4,4,0.9999986
0,0,0.9998064
9,9,0.68398947
8,8,0.99999887
4,4,0.9999986
8,8,0.9997058
7,7,0.9999729
7,7,0.9999644
0,0,0.99999315
7,7,0.98717827
8,8,0.9999998
8,8,0.9999954
6,6,0.99813867
0,0,0.95401555
4,4,0.9999903
8,8,0.9999673
8,8,0.9999549
2,2,0.99999994
4,4,0.9999998
7,7,0.9997575
6,6,0.9999996
6,6,0.99999875
6,6,0.99952525
4,4,0.99975944
7,7,0.9950971
1,1,0.99983096
8,8,0.99742526
8,8,0.99930984
2,2,0.99999934
3,3,0.9998393
6,6,0.9986513
3,3,0.99999994
0,0,0.9999953
0,0,0.9999916
3,3,0.99979377
7,7,0.99995285
6,6,0.99971735
9,9,0.99616593
7,7,0.9995782
9,9,0.99985886
9,9,0.9923577
5,5,0.9999977
4,4,0.9999928
3,3,0.8760845
3,3,0.99894863
6,6,0.99998647
1,1,0.99990374
2,2,0.9999568
3,3,0.99999815
7,7,0.99997145
3,3,0.9934384
3,3,0.99999636
2,2,0.92799723
0,0,0.99999875
3,3,0.91508746
3,3,0.99963313
8,8,0.9999861
4,4,0.9987251
3,3,0.9999955
6,6,0.9999804
3,3,0.99971807
5,5,0.99943435
0,0,0.9998703
2,2,0.9985707
0,6,0.8795599
9,9,0.9999537
0,0,0.99999815
7,7,0.99995905
4,4,0.9999998
6,6,0.99848014
9,9,0.9999351
3,3,0.9999786
5,5,0.9999996
1,1,0.9998634
9,9,0.999203
6,6,0.9999986
1,1,0.9999476
4,4,0.8638849
5,5,0.9999909
4,4,0.9994808
5,5,0.99821985
0,0,0.9999836
5,5,0.9999744
9,9,0.9995826
5,5,0.998093
2,2,0.9999134
1,1,0.99985933
2,2,0.9981931
9,9,0.9999967
1,1,0.99990374
9,9,0.99949294
9,9,0.99738926
4,4,0.9999451
0,0,0.99998766
8,8,0.99999815
4,4,0.9999741
5,5,0.99999756
2,2,0.99284106
9,9,0.9997685
2,2,0.9999983
1,1,0.999436
2,2,0.9999872
1,1,0.9995274
7,7,0.99916047
3,3,0.9999897
6,6,0.99999994
8,8,0.999999
8,8,0.9999719
4,4,0.99998766
9,9,0.99997216
1,1,0.9996445
9,9,0.99988204
8,8,0.9999152
5,5,0.9998448
7,7,0.9932436
5,5,0.99998647
1,1,0.9797168
1,1,0.99970794
8,8,0.99998397
6,6,0.99805754
5,5,0.9998388
2,2,0.99484056
4,4,0.9999996
4,4,0.9999073
3,3,0.50257367
2,2,0.99986506
3,3,0.99999994
5,5,0.9999923
6,6,0.9999996
8,6,0.61869144
8,8,0.9988538
6,6,0.99980664
2,2,0.9975829
3,3,0.9999588
1,1,0.9865271
0,0,0.9999954
5,5,0.9999942
8,8,0.9976025
9,9,0.98517597
2,2,0.9991626
9,9,0.99077904
6,6,0.99999994
7,7,0.9999992
0,0,0.999999
4,4,0.9904647
8,8,0.9967789
7,7,0.998296
1,1,0.9993307
7,7,0.9999581
4,4,0.99998826
1,1,0.99839395
0,0,0.99999577
9,5,0.87706584
7,7,0.9996211
2,2,0.9996175
0,0,0.99988896
0,0,0.99992186
9,9,0.99998754
1,1,0.99971735
7,7,0.9265388
8,8,0.9577147
7,7,0.9984483
8,8,0.9999985
4,4,0.9998412
7,7,0.89423496
2,7,0.8346028
0,0,0.9999991
4,4,0.99999756
6,6,0.9956269
0,0,0.99999946
3,3,0.9999735
1,1,0.99978805
1,1,0.99894327
3,3,0.99947125
3,3,0.99999934
9,9,0.9996273
6,6,0.9999991
7,7,0.99999994
4,4,0.99984956
1,1,0.99968076
5,5,0.89178413
3,3,0.99999803
0,0,0.9999959
8,8,0.99875546
7,7,0.9998188
3,3,0.9999953
9,9,0.9997566
6,6,0.99999803
9,9,0.99984
3,3,0.99981713
5,5,0.99788123
0,0,0.99771243
2,2,0.9999947
7,7,0.999642
4,4,0.99584365
5,5,0.99999624
1,1,0.99976325
7,2,0.49839556
5,5,0.9995218
8,8,0.99995834
0,0,0.9999766
8,8,0.99999946
8,8,0.99700004
1,1,0.9995808
5,5,0.9998812
0,0,0.9993998
3,3,0.9998875
0,0,0.9999874
3,3,0.99998933
1,1,0.99981093
4,4,0.9999942
0,0,0.99999744
3,3,0.9991841
7,7,0.99997896
2,2,0.9999977
7,7,0.9999841
1,1,0.90389603
8,8,0.9990988
0,0,0.999343
7,7,0.999815
0,0,0.9999991
4,4,0.9998522
3,3,0.9999432
1,1,0.99988824
9,9,0.99990875
8,8,0.9878051
7,7,0.999996
7,7,0.99999744
1,1,0.99801826
4,4,0.99971867
9,9,0.9999973
9,9,0.99912083
3,3,0.9993742
2,7,0.6809584
1,1,0.99975824
7,7,0.99991006
9,9,0.99999064
0,0,0.9997196
2,2,0.99999994
0,0,0.9999942
3,3,0.9967848
3,3,0.99994785
7,7,0.99999374
6,6,0.9998667
9,9,0.99993235
2,2,0.99998754
3,3,0.99999315
3,3,0.99999994
7,7,0.9999985
7,7,0.999922
0,0,0.9999965
0,0,0.9976512
7,7,0.9909105
5,5,0.9999959
2,2,0.9986548
9,9,0.9999823
8,8,0.99991816
7,7,0.99997145
4,4,0.9999984
4,4,0.99986076
2,2,0.99997276
6,6,0.99998814
6,6,0.9996604
1,1,0.9999483
9,9,0.99999505
6,6,0.99534553
8,8,0.9918038
2,2,0.99999636
9,9,0.99602747
0,0,0.99999195
8,8,0.9999996
3,3,0.988354
1,1,0.99817234
1,1,0.999805
6,6,0.99994105
3,3,0.99995047
5,5,0.99995774
1,1,0.99986553
1,1,0.9988996
1,1,0.99960023
3,3,0.9999321
1,1,0.9973545
2,2,0.99963963
3,3,0.99999946
0,0,0.9999643
2,2,0.9996718
0,0,0.99979925
1,1,0.999081
3,3,0.99999994
5,5,0.9999172
5,5,0.99743915
7,7,0.99991053
4,4,0.99807286
8,8,0.9923447
9,9,0.9993213
6,6,0.99986625
9,9,0.9997926
6,6,0.99999994
8,8,0.99985385
3,3,0.99756783
6,6,0.9999729
6,6,0.99999946
8,8,0.9999997
5,5,0.99995345
1,1,0.9993374
4,4,0.99977136
2,2,0.9999998
4,4,0.9999973
4,4,0.97938114
5,5,0.99997824
1,1,0.99986196
1,1,0.9708914
9,9,0.999295
0,0,0.9999986
2,2,0.8941626
4,4,0.9999804
9,9,0.9999934
5,5,0.99982166
7,7,0.9999991
1,1,0.9998746
8,8,0.9998943
8,8,0.64259344
5,5,0.99990064
6,6,0.99907005
9,9,0.999851
8,8,0.9999971
7,7,0.9990346
1,1,0.99886787
1,1,0.9994939
6,6,0.999196
7,7,0.99995655
6,6,0.9973908
3,3,0.99996156
2,2,0.99999994
2,2,0.99999994
0,0,0.999999
8,8,0.9999991
9,9,0.97929764
2,2,0.9999992
5,5,0.9999954
1,1,0.9998658
0,0,0.9972059
8,8,0.99965775
1,1,0.99406946
9,4,0.55522776
5,5,0.9999433
7,7,0.993168
9,9,0.9985826
6,6,0.99999934
9,9,0.9997505
0,0,0.999991
6,6,0.99919313
1,1,0.94696325
5,5,0.9999142
5,5,0.99683285
8,8,0.99988407
3,3,0.99919695
8,8,0.9999979
2,2,0.9999438
6,6,0.999707
5,5,0.9999812
0,0,0.999973
7,7,0.99999875
4,4,0.99955255
6,6,0.99999994
1,1,0.9998779
3,3,0.99999994
4,4,0.9987232
7,7,0.99999624
3,3,0.99952954
2,2,0.9999309
3,3,0.99997383
4,4,0.998535
2,2,0.9999971
5,5,0.999993
2,2,0.9998937
7,7,0.9994515
1,1,0.999784
7,7,0.9998892
2,2,0.9999996
6,6,0.9998703
4,4,0.9962813
1,1,0.9994515
5,5,0.99502414
7,7,0.95836264
8,8,0.9999611
6,6,0.99955267
0,0,0.9999843
1,1,0.99892646
8,8,0.99999887
2,2,0.99985886
5,5,0.9959826
7,7,0.9990828
7,7,0.99999267
6,6,0.9999791
9,9,0.994005
3,3,0.99971807
5,5,0.99920887
8,8,0.92783237
4,4,0.99964666
2,2,0.9999996
4,4,0.9999998
0,0,0.9999736
8,8,0.9999961
8,8,0.9998727
3,3,0.9999998
4,4,0.9984914
9,9,0.99966717
2,2,0.9984594
7,7,0.9999998
5,5,0.9999996
8,8,0.9959878
6,6,0.9974371
5,5,0.99999875
6,6,0.9999929
0,0,0.9999985
8,8,0.9994694
6,6,0.999999
7,7,0.99999684
3,3,0.9990895
6,6,0.999999
4,4,0.99998444
9,9,0.9998943
4,4,0.99999994
6,6,0.9997635
6,6,0.45136437
3,3,0.9999848
2,2,0.9999928
4,4,0.9999967
1,1,0.9998274
0,0,0.99957556
1,1,0.9986264
4,4,0.97031665
6,6,0.99994785
2,2,0.99999374
9,9,0.8544597
1,1,0.9729304
1,1,0.9979792
0,0,0.99997956
6,6,0.99993426
3,3,0.9999948
9,9,0.99701285
5,5,0.9995759
6,6,0.99980426
5,5,0.9995839
6,6,0.999991
5,5,0.9999501
8,8,0.99960977
4,4,0.999955
6,6,0.9999822
4,4,0.9999998
3,3,0.99996144
9,9,0.99848485
1,1,0.9999109
3,3,0.99997455
4,4,0.99999744
1,1,0.9994735
9,9,0.9996412
1,1,0.99956256
7,7,0.98519003
1,1,0.99949247
1,1,0.36072513
9,9,0.9989588
3,3,0.99987125
5,5,0.99999744
4,4,0.99999005
0,0,0.99848145
7,7,0.99496174
3,3,0.9304804
6,6,0.9999985
1,1,0.9936705
7,7,0.9978326
5,5,0.9993024
5,5,0.99992114
3,3,0.99999994
3,3,0.99999994
0,0,0.9999649
1,1,0.99962217
5,3,0.852327
7,7,0.99998873
5,5,0.9996162
8,8,0.99987006
6,6,0.9999961
5,5,0.9487572
1,1,0.9998195
0,0,0.9999996
4,4,0.5492604
2,2,0.9976128
3,3,0.9999748
4,4,0.99999493
6,6,0.99995106
7,7,0.99966073
9,9,0.9901194
8,8,0.9999799
1,1,0.9997792
8,8,0.9943408
4,4,0.8967439
9,9,0.9996125
2,2,0.9999606
8,8,0.9997766
6,6,0.99999326
2,2,0.9989119
7,7,0.99936575
0,0,0.9998758
0,0,0.99993914
6,6,0.99999994
7,7,0.993774
5,5,0.9999767
8,8,0.99999875
6,6,0.9998818
0,0,0.9999588
9,9,0.99988097
3,3,0.9999984
7,7,0.61289996
1,1,0.9981136
3,3,0.9999996
5,5,0.99996954
4,4,0.99814093
3,3,0.9997835
3,3,0.99999934
5,5,0.99996835
5,5,0.99999887
6,6,0.9999742
3,3,0.9999986
0,0,0.99998826
2,2,0.9999476
3,3,0.9999996
4,4,0.9925847
2,2,0.9999762
3,3,0.9999996
0,0,0.99998564
9,9,0.99998885
9,9,0.99901026
4,4,0.9357755
7,7,0.99999064
2,2,0.99999946
8,8,0.9082519
4,4,0.9991558
7,7,0.9999607
0,0,0.9999977
6,6,0.99998564
2,0,0.83464855
8,8,0.99977255
5,5,0.99998885
2,2,0.9998274
8,8,0.99999636
5,5,0.99948615
7,7,0.9999718
3,3,0.99379426
0,0,0.9999532
8,8,0.9501045
2,2,0.9999781
3,3,0.46555713
2,2,0.99996513
8,8,0.9999991
2,2,0.9999942
5,5,0.99902326
5,5,0.99999934
7,7,0.9999774
6,6,0.99868524
4,4,0.9999998
6,0,0.8871932
8,8,0.9999954
4,4,0.9999997
8,8,0.9997505
2,2,0.9999452
7,7,0.99899316
4,4,0.9999998
5,5,0.9991125
2,2,0.9999991
0,0,0.9999979
3,3,0.9999985
9,8,0.5865232
4,9,0.8719408
6,6,0.99634457
7,7,0.99996966
2,2,0.99997574
5,5,0.99999017
6,1,0.94471574
1,1,0.999608
1,1,0.99984384
2,2,0.9982872
3,3,0.99999946
6,6,0.9999998
7,7,0.99998957
8,8,0.9998866
7,7,0.9998462
6,6,0.9998978
4,4,0.9999965
8,8,0.9999984
9,9,0.9890516
4,4,0.9351681
8,8,0.99926734
6,6,0.9999899
3,3,0.9999868
8,8,0.9999886
3,3,0.99831706
1,1,0.99986696
0,0,0.99990743
6,6,0.99999744
2,2,0.9999227
2,2,0.999753
5,5,0.9998708
6,6,0.99999315
9,9,0.9930963
5,5,0.99960965
8,8,0.9999997
1,1,0.99978995
4,4,0.9999998
1,1,0.9977109
7,7,0.9999235
8,8,0.9992103
4,4,0.99959654
6,6,0.99999994
1,1,0.9992263
8,8,0.9999998
4,4,0.999999
3,3,0.9678081
1,1,0.9853678
2,2,0.9999967
8,8,0.99999875
0,0,0.99999887
8,8,0.9995758
5,5,0.99999946
9,9,0.9999551
1,1,0.6883787
4,4,0.9998503
2,2,0.99999434
0,0,0.88316274
2,2,0.8505893
7,7,0.9999992
0,0,0.9996724
9,9,0.72970337
0,0,0.999841
2,2,0.99999684
5,5,0.99997383
7,7,0.9997642
6,6,0.99992913
7,7,0.993302
9,9,0.9996292
4,4,0.9995263
2,2,0.9997411
6,6,0.9996575
2,2,0.99991137
4,4,0.9999991
4,4,0.99996907
8,8,0.99999624
0,0,0.99969006
4,4,0.999981
4,4,0.9999874
5,5,0.9999997
8,8,0.99995106
0,0,0.9999611
6,6,0.9999742
8,8,0.9999977
9,9,0.9927387
8,8,0.9999998
5,5,0.999999
6,6,0.9999457
9,9,0.99983454
0,0,0.9999978
4,4,0.9999221
8,8,0.99999815
7,7,0.9999955
1,1,0.99874693
3,3,0.99921364
4,4,0.9999413
5,5,0.9653072
8,8,0.99915296
0,0,0.9999723
9,9,0.9990055
1,1,0.99936765
3,3,0.99997956
3,3,0.9999998
6,6,0.99999994
9,9,0.99898744
8,8,0.99999815
7,7,0.99987555
1,1,0.9996168
0,0,0.99999946
5,5,0.98632836
7,7,0.9999756
1,1,0.9998121
7,7,0.9999997
5,5,0.9996194
2,2,0.99360406
7,7,0.9998777
9,9,0.9990696
1,1,0.99184453
8,8,0.99995536
5,5,0.9999971
2,2,0.99995667
4,4,0.99999994
9,9,0.99943936
4,4,0.99998266
7,7,0.99993664
2,2,0.99999934
2,2,0.99993855
3,3,0.9999524
4,4,0.99999994
9,9,0.99997944
1,1,0.9971046
9,9,0.99990624
2,2,0.9999917
1,1,0.9997616
7,7,0.9989291
9,9,0.9999997
4,4,0.99999636
4,4,0.9999897
1,1,0.8717673
6,6,0.99999744
7,7,0.9999792
2,2,0.99996847
7,7,0.9999884
8,8,0.99999326
8,8,0.99521667
1,1,0.9990816
9,9,0.9997376
7,7,0.999947
1,1,0.91291136
1,1,0.99854845
7,7,0.9999934
5,5,0.99995464
3,5,0.74950147
3,3,0.9999967
5,5,0.99999434
1,1,0.99984336
3,3,0.99998194
7,7,0.9999985
6,6,0.9999954
1,1,0.999953
3,3,0.9977547
8,8,0.9990945
7,7,0.99986863
5,5,0.99870586
9,9,0.9997566
9,6,0.6718007
0,0,0.99984384
0,0,0.9999936
2,2,0.99902207
8,8,0.99999326
8,8,0.9763449
2,2,0.99854654
3,3,0.9997866
7,7,0.99998873
1,1,0.99782485
3,3,0.99999636
0,0,0.9999983
3,3,0.9969821
4,4,0.9999067
4,4,0.9997138
3,3,0.9641942
8,8,0.9964574
9,9,0.9996605
2,2,0.9999934
3,3,0.9994734
9,9,0.9996934
7,7,0.9987069
1,1,0.99976516
1,1,0.9999034
7,7,0.9999823
0,0,0.87026685
4,4,0.9999867
9,9,0.9827643
6,6,0.9999998
5,5,0.9999899
9,9,0.99999326
1,1,0.99955004
7,7,0.99970055
0,0,0.99660134
2,2,0.9999489
0,0,0.9999941
0,0,0.9560756
4,4,0.9999853
6,6,0.9999991
7,7,0.999983
0,0,0.9995236
7,7,0.99990255
1,1,0.99990076
4,4,0.99999946
6,6,0.99999994
4,4,0.99996036
5,5,0.9768236
4,4,0.99999994
9,9,0.9999457
9,9,0.99995023
1,1,0.9332609
7,7,0.9999991
9,9,0.9971924
5,5,0.99999994
3,3,0.9999842
3,3,0.99993294
8,8,0.99999994
2,2,0.99999994
3,3,0.99815273
6,6,0.99999994
2,2,0.99999017
2,2,0.9999997
1,1,0.99661356
1,1,0.999942
1,1,0.99991196
1,1,0.9998319
1,1,0.99963015
6,6,0.9999997
9,9,0.99354863
8,8,0.9997926
4,4,0.99599946
3,3,0.9999495
7,7,0.9999891
1,1,0.9991175
6,6,0.99998194
4,4,0.99999875
5,5,0.930056
0,0,0.9996512
4,4,0.99838895
7,7,0.9994036
4,4,0.9999915
2,2,0.99992675
4,4,0.9999996
0,0,0.9999798
7,7,0.9974545
0,0,0.99996525
1,1,0.99988264
9,9,0.9591067
8,8,0.9996377
8,8,0.9981032
6,6,0.9999979
0,0,0.99966764
0,0,0.99999493
4,4,0.99260664
9,1,0.70599663
6,6,0.99998564
8,8,0.9999998
2,2,0.9999967
2,2,0.99999577
3,3,0.99998266
8,8,0.9998419
4,4,0.9994841
8,8,0.99798554
2,2,0.99997836
2,2,0.9996088
1,1,0.9914658
7,7,0.99999636
5,5,0.999909
4,4,0.9999998
4,4,0.9999878
0,0,0.9999407
4,4,0.9996573
3,3,0.9994229
9,9,0.74976015
7,7,0.9999998
3,3,0.9996885
1,1,0.99606925
0,0,0.999996
1,1,0.99991924
2,2,0.9997076
5,5,0.9999991
9,4,0.6036714
2,2,0.9997332
1,1,0.9993705
0,0,0.99609226
1,1,0.9997597
8,8,0.9999601
9,9,0.9999818
1,1,0.99932593
6,6,0.99786127
8,8,0.9999203
3,3,0.99999684
8,8,0.99971414
9,9,0.91949105
3,3,0.999999
6,6,0.9999967
2,2,0.99935395
8,8,0.99997
3,3,0.9999985
2,2,0.99995595
2,2,0.9963448
1,1,0.9999072
0,0,0.9999948
4,4,0.99999994
2,2,0.9919734
9,9,0.99860406
2,2,0.99995464
4,4,0.9999996
3,3,0.99903244
7,7,0.99999434
9,9,0.9999303
1,1,0.99941695
5,5,0.99997634
2,2,0.9999998
4,4,0.7952221
9,9,0.99447554
0,0,0.99963325
3,3,0.9970889
8,8,0.9999996
5,5,0.9999998
3,3,0.9999935
6,6,0.85218567
0,0,0.9878452
9,9,0.99922305
4,4,0.97895974
6,6,0.9999998
2,2,0.9976995
5,5,0.9988798
0,0,0.9999837
2,0,0.8316649
7,7,0.9987158
4,4,0.99998194
6,6,0.99999994
6,6,0.9998331
8,8,0.99999684
6,6,0.999999
6,6,0.9999564
8,8,0.9999977
6,6,0.99999076
9,9,0.98695403
1,1,0.98074067
7,7,0.9996911
2,2,0.99994713
5,5,0.9983185
9,9,0.99963546
9,9,0.9976995
0,0,0.9999365
7,7,0.98605055
2,2,0.9996886
7,7,0.9999574
6,6,0.99998003
7,7,0.99992746
0,0,0.9999942
6,6,0.99999994
5,5,0.99999624
2,4,0.5168748
4,4,0.99998933
7,7,0.99576426
2,2,0.999988
0,0,0.99998957
9,9,0.99994165
9,9,0.99992555
2,2,0.9999991
2,2,0.99989086
9,9,0.9956187
4,4,0.99995285
4,4,0.9999998
2,2,0.99996704
3,3,0.9999997
3,3,0.99999934
2,2,0.99999994
1,1,0.99524766
7,7,0.99999994
0,0,0.9999792
7,7,0.99381167
6,6,0.9992257
4,4,0.9999582
1,1,0.9994544
3,3,0.99998564
8,8,0.99976516
7,7,0.99983287
4,4,0.9106745
5,5,0.9988281
9,9,0.9998818
2,2,0.9999173
5,5,0.9999998
1,1,0.99799055
8,8,0.99998814
7,7,0.9999623
3,3,0.99996346
7,7,0.9999419
1,1,0.9993438
5,5,0.9996729
5,5,0.9996941
0,0,0.9999159
9,9,0.9989784
1,1,0.9997935
4,4,0.9999985
0,0,0.9999991
6,6,0.960826
3,3,0.99930215
3,3,0.96021277
6,6,0.9999923
0,0,0.9999972
4,4,0.99996704
9,9,0.9999723
7,7,0.99984884
5,5,0.9998164
1,1,0.99985814
6,6,0.9999834
8,8,0.9994155
9,9,0.9987929
5,5,0.9999911
5,5,0.99999887
7,7,0.99984336
9,9,0.99657685
3,3,0.9999985
8,8,0.99999267
3,3,0.99938077
8,8,0.99997514
1,1,0.99968565
5,5,0.99999815
3,3,0.9999996
5,5,0.99967897
0,0,0.9999967
5,5,0.99999696
5,5,0.9999288
3,3,0.98871136
8,8,0.9999967
6,6,0.99996275
7,7,0.99999756
7,7,0.99903136
7,7,0.9999998
3,3,0.999999
7,7,0.9999289
0,0,0.9999948
5,5,0.9999009
9,9,0.99667513
0,0,0.99757993
2,2,0.9999979
5,5,0.99688584
5,5,0.98886997
3,3,0.9999998
1,1,0.9954665
7,7,0.9998715
7,7,0.9501285
8,8,0.99999934
6,6,0.999978
5,5,0.99985003
9,9,0.78787863
3,3,0.99999636
8,8,0.9999805
9,9,0.9999755
5,5,0.99998325
3,3,0.9999754
7,7,0.9999917
9,9,0.99647045
1,1,0.9994153
7,7,0.9999868
0,0,0.99999946
0,0,0.9999557
3,3,0.999952
7,7,0.99999994
2,2,0.99826854
5,3,0.78966296
8,8,0.98801476
1,1,0.99873585
8,8,0.99999994
6,6,0.9999718
2,2,0.9998999
9,9,0.9949461
5,5,0.99998015
7,7,0.9999998
5,5,0.99999624
7,7,0.9850288
8,8,0.99971974
6,6,0.9999414
2,2,0.9955569
5,5,0.9998844
1,1,0.9995652
4,4,0.99999994
8,8,0.99999887
4,4,0.99999934
5,5,0.9999978
8,8,0.99435914
3,3,0.97649306
0,0,0.9999978
6,6,0.99998313
2,2,0.99999994
7,7,0.999986
3,3,0.9999456
3,3,0.9998362
2,2,0.9998553
1,1,0.9997766
0,0,0.99996406
7,7,0.99933714
3,3,0.99703294
4,4,0.9872571
0,0,0.937006
3,3,0.99999934
9,9,0.99984026
3,3,0.99999636
2,2,0.9895411
8,8,0.9997264
9,9,0.9999899
0,0,0.99974835
3,3,0.9999811
8,8,0.99992746
0,0,0.9999983
7,7,0.99973285
6,6,0.99996644
5,5,0.9999983
4,4,0.993547
7,7,0.9999952
3,3,0.9999179
9,9,0.8628995
0,0,0.99993557
8,8,0.9999468
6,6,0.99969304
2,2,0.99996847
5,5,0.9999985
6,1,0.99291474
1,1,0.99984694
0,0,0.999876
0,0,0.9999997
4,4,0.9986998
4,4,0.96438336
0,0,0.99979496
1,1,0.99978805
2,2,0.9999998
3,3,0.99999934
2,2,0.9999967
7,7,0.9993938
7,7,0.9999941
8,8,0.99988025
5,5,0.97441596
2,2,0.99999994
5,5,0.9994024
7,7,0.9989736
6,6,0.99998015
9,9,0.9996654
1,1,0.9994926
4,4,0.99999994
1,1,0.9987725
6,6,0.9999953
4,4,0.99481875
2,2,0.99999994
4,4,0.99998695
3,3,0.99994355
5,5,0.99999386
4,4,0.99994653
3,3,0.9994067
9,9,0.9996737
5,5,0.9850597
0,0,0.999993
1,1,0.99992186
5,5,0.9936813
3,3,0.99999875
8,8,0.9999754
9,9,0.9996629
1,1,0.9995931
9,9,0.99789435
7,7,0.9760173
9,9,0.999683
5,5,0.99959105
5,5,0.99873763
2,2,0.999044
7,7,0.9998924
4,4,0.999989
6,6,0.99999887
0,0,0.99999386
1,1,0.9988331
1,1,0.99141073
1,1,0.99922305
0,0,0.99999994
4,4,0.99884695
4,4,0.9999663
7,7,0.999515
6,6,0.99999994
3,3,0.9999694
0,0,0.99274236
0,0,0.99999744
4,4,0.99564505
3,3,0.99998873
0,0,0.9999986
6,6,0.9999644
1,1,0.9994489
9,9,0.69187474
6,6,0.99797523
1,1,0.99974585
3,3,0.9999668
8,8,0.9998081
1,1,0.99994856
2,2,0.9999655
5,5,0.9999992
6,6,0.99999386
2,2,0.9999998
7,7,0.99856544
3,3,0.9998319
6,6,0.9956952
0,0,0.9999973
1,1,0.9900534
9,9,0.98993665
7,7,0.9997704
6,6,0.999988
6,6,0.9999997
8,8,0.9998824
9,9,0.996758
2,2,0.9999986
9,9,0.9551671
5,5,0.8798338
8,8,0.9999823
3,3,0.9999413
1,1,0.99975395
0,0,0.9999755
0,0,0.9998305
7,7,0.99999875
6,6,0.9979707
6,6,0.99847406
2,2,0.99999994
1,1,0.9965054
6,6,0.9997902
9,9,0.998534
3,3,0.9998412
1,1,0.9997175
8,8,0.99636364
6,6,0.9999998
9,9,0.8916438
0,0,0.99930024
6,6,0.9999929
0,0,0.99999696
0,0,0.9999803
0,0,0.9999935
6,6,0.9999142
3,3,0.99994105
5,5,0.9999998
9,9,0.9557329
3,7,0.5517394
4,4,0.8791721
5,5,0.99995023
5,5,0.9999922
8,8,0.9999998
5,5,0.9999673
3,3,0.9999984
0,0,0.9996387
4,4,0.8612825
0,0,0.9999992
2,2,0.9796072
9,9,0.99967587
6,6,0.9999389
8,8,0.99926174
2,2,0.99995893
3,3,0.9999986
1,1,0.9983334
2,2,0.9999992
1,1,0.9994527
1,1,0.99982095
5,5,0.9999971
6,6,0.99998444
9,9,0.9996018
8,8,0.99818605
0,0,0.99969447
6,6,0.9999977
6,6,0.9999264
5,5,0.99999446
5,5,0.99999994
3,3,0.9999799
8,8,0.99996704
6,6,0.99999815
2,2,0.99998647
1,1,0.9929095
4,4,0.9999264
5,5,0.9999185
4,4,0.99999934
